Semester,Section Number,Course Prefix,Course Number,Course Title,Course,Letter Grade,Count of letter grade,Department/Program
Summer 2011,92965,PHY,N102M,LABORATORY FOR PHY 302K,"PHY-N102M: LABORATORY FOR PHY 302K, Section no. 92965",B+,1,Physics
Summer 2011,92965,PHY,N102M,LABORATORY FOR PHY 302K,"PHY-N102M: LABORATORY FOR PHY 302K, Section no. 92965",A-,2,Physics
Summer 2011,92965,PHY,N102M,LABORATORY FOR PHY 302K,"PHY-N102M: LABORATORY FOR PHY 302K, Section no. 92965",A,4,Physics
Summer 2011,92975,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92975",Other,1,Physics
Summer 2011,92975,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92975",B-,2,Physics
Summer 2011,92975,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92975",B+,6,Physics
Summer 2011,92975,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92975",A-,3,Physics
Summer 2011,92975,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92975",A,2,Physics
Summer 2011,92980,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92980",Other,1,Physics
Summer 2011,92980,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92980",C,2,Physics
Summer 2011,92980,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92980",B-,1,Physics
Summer 2011,92980,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92980",B,5,Physics
Summer 2011,92980,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92980",B+,3,Physics
Summer 2011,92980,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92980",A-,3,Physics
Summer 2011,92980,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92980",A,2,Physics
Summer 2011,92990,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92990",C+,1,Physics
Summer 2011,92990,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92990",B-,1,Physics
Summer 2011,92990,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92990",B,3,Physics
Summer 2011,92990,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92990",B+,2,Physics
Summer 2011,92990,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92990",A-,3,Physics
Summer 2011,92990,PHY,N102N,LABORATORY FOR PHY 302L,"PHY-N102N: LABORATORY FOR PHY 302L, Section no. 92990",A,1,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",Other,5,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",F,2,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",D,1,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",C-,4,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",C,6,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",C+,3,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",B-,5,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",B,2,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",B+,4,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",A-,2,Physics
Summer 2011,92995,PHY,N303K,ENGINEERING PHYSICS I,"PHY-N303K: ENGINEERING PHYSICS I, Section no. 92995",A,3,Physics
Summer 2011,93000,PHY,N303L,ENGINEERING PHYSICS II,"PHY-N303L: ENGINEERING PHYSICS II, Section no. 93000",Other,6,Physics
Summer 2011,93000,PHY,N303L,ENGINEERING PHYSICS II,"PHY-N303L: ENGINEERING PHYSICS II, Section no. 93000",F,3,Physics
Summer 2011,93000,PHY,N303L,ENGINEERING PHYSICS II,"PHY-N303L: ENGINEERING PHYSICS II, Section no. 93000",D,2,Physics
Summer 2011,93000,PHY,N303L,ENGINEERING PHYSICS II,"PHY-N303L: ENGINEERING PHYSICS II, Section no. 93000",C,8,Physics
Summer 2011,93000,PHY,N303L,ENGINEERING PHYSICS II,"PHY-N303L: ENGINEERING PHYSICS II, Section no. 93000",C+,2,Physics
Summer 2011,93000,PHY,N303L,ENGINEERING PHYSICS II,"PHY-N303L: ENGINEERING PHYSICS II, Section no. 93000",B,11,Physics
Summer 2011,93000,PHY,N303L,ENGINEERING PHYSICS II,"PHY-N303L: ENGINEERING PHYSICS II, Section no. 93000",A-,3,Physics
Summer 2011,93000,PHY,N303L,ENGINEERING PHYSICS II,"PHY-N303L: ENGINEERING PHYSICS II, Section no. 93000",A,16,Physics
Summer 2011,93010,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93010",Other,3,Physics
Summer 2011,93010,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93010",F,1,Physics
Summer 2011,93010,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93010",C,1,Physics
Summer 2011,93010,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93010",B,1,Physics
Summer 2011,93010,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93010",B+,4,Physics
Summer 2011,93010,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93010",A-,3,Physics
Summer 2011,93010,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93010",A,2,Physics
Summer 2011,93015,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93015",F,2,Physics
Summer 2011,93015,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93015",C+,1,Physics
Summer 2011,93015,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93015",B-,2,Physics
Summer 2011,93015,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93015",B,2,Physics
Summer 2011,93015,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93015",B+,2,Physics
Summer 2011,93015,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93015",A-,3,Physics
Summer 2011,93015,PHY,N103M,LABORATORY FOR PHY 303K,"PHY-N103M: LABORATORY FOR PHY 303K, Section no. 93015",A,3,Physics
Summer 2011,93025,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93025",C+,1,Physics
Summer 2011,93025,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93025",B-,3,Physics
Summer 2011,93025,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93025",B,1,Physics
Summer 2011,93025,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93025",B+,2,Physics
Summer 2011,93025,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93025",A-,5,Physics
Summer 2011,93025,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93025",A,7,Physics
Summer 2011,93030,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93030",Other,1,Physics
Summer 2011,93030,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93030",C,1,Physics
Summer 2011,93030,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93030",C+,1,Physics
Summer 2011,93030,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93030",B-,2,Physics
Summer 2011,93030,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93030",B,1,Physics
Summer 2011,93030,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93030",B+,3,Physics
Summer 2011,93030,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93030",A-,3,Physics
Summer 2011,93030,PHY,N103N,LABORATORY FOR PHY 303L,"PHY-N103N: LABORATORY FOR PHY 303L, Section no. 93030",A,3,Physics
Summer 2011,93055,PHY,N380N,EXPERIMENTAL PHYSICS,"PHY-N380N: EXPERIMENTAL PHYSICS, Section no. 93055",Other,6,Physics
Summer 2011,93055,PHY,N380N,EXPERIMENTAL PHYSICS,"PHY-N380N: EXPERIMENTAL PHYSICS, Section no. 93055",A-,1,Physics
Summer 2011,93055,PHY,N380N,EXPERIMENTAL PHYSICS,"PHY-N380N: EXPERIMENTAL PHYSICS, Section no. 93055",A,18,Physics
Summer 2011,93285,SSC,F385,4-ANALYSIS OF CATEGORICAL DATA,"SSC-F385: 4-ANALYSIS OF CATEGORICAL DATA, Section no. 93285",Other,2,Statistics And Scientific Computation
Summer 2011,93285,SSC,F385,4-ANALYSIS OF CATEGORICAL DATA,"SSC-F385: 4-ANALYSIS OF CATEGORICAL DATA, Section no. 93285",B,5,Statistics And Scientific Computation
Summer 2011,93285,SSC,F385,4-ANALYSIS OF CATEGORICAL DATA,"SSC-F385: 4-ANALYSIS OF CATEGORICAL DATA, Section no. 93285",A,13,Statistics And Scientific Computation
Summer 2011,93300,SSC,F395,HIGH PERF SCI COMP WITH GPUS,"SSC-F395: HIGH PERF SCI COMP WITH GPUS, Section no. 93300",Other,2,Statistics And Scientific Computation
Summer 2011,93300,SSC,F395,HIGH PERF SCI COMP WITH GPUS,"SSC-F395: HIGH PERF SCI COMP WITH GPUS, Section no. 93300",A-,1,Statistics And Scientific Computation
Summer 2011,93300,SSC,F395,HIGH PERF SCI COMP WITH GPUS,"SSC-F395: HIGH PERF SCI COMP WITH GPUS, Section no. 93300",A,7,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",Other,2,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",D,1,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",D+,1,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",C,5,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",C+,1,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",B-,4,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",B,2,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",B+,4,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",A-,5,Statistics And Scientific Computation
Summer 2011,93305,SSC,S306,STATISTICS IN MARKET ANALYSIS,"SSC-S306: STATISTICS IN MARKET ANALYSIS, Section no. 93305",A,3,Statistics And Scientific Computation
Summer 2011,93450,N,F309,GLOBAL HEALTH,"N-F309: GLOBAL HEALTH, Section no. 93450",B,2,Nursing
Summer 2011,93450,N,F309,GLOBAL HEALTH,"N-F309: GLOBAL HEALTH, Section no. 93450",A,15,Nursing
Summer 2011,93475,N,F347,SEXUALITY AND HEALTH,"N-F347: SEXUALITY AND HEALTH, Section no. 93475",Other,1,Nursing
Summer 2011,93475,N,F347,SEXUALITY AND HEALTH,"N-F347: SEXUALITY AND HEALTH, Section no. 93475",B,2,Nursing
Summer 2011,93475,N,F347,SEXUALITY AND HEALTH,"N-F347: SEXUALITY AND HEALTH, Section no. 93475",A,36,Nursing
Summer 2011,93480,N,F354,SPANISH FOR HLTH CARE PROFESNL,"N-F354: SPANISH FOR HLTH CARE PROFESNL, Section no. 93480",B,2,Nursing
Summer 2011,93480,N,F354,SPANISH FOR HLTH CARE PROFESNL,"N-F354: SPANISH FOR HLTH CARE PROFESNL, Section no. 93480",A,22,Nursing
Summer 2011,93545,N,W394Q,PED ACUTE CARE MGMT I-ACPNP,"N-W394Q: PED ACUTE CARE MGMT I-ACPNP, Section no. 93545",B,4,Nursing
Summer 2011,93545,N,W394Q,PED ACUTE CARE MGMT I-ACPNP,"N-W394Q: PED ACUTE CARE MGMT I-ACPNP, Section no. 93545",A,5,Nursing
Summer 2011,93550,N,W294R,PEDIAT ACUTE CARE MGMT I: CLIN,"N-W294R: PEDIAT ACUTE CARE MGMT I: CLIN, Section no. 93550",B,3,Nursing
Summer 2011,93550,N,W294R,PEDIAT ACUTE CARE MGMT I: CLIN,"N-W294R: PEDIAT ACUTE CARE MGMT I: CLIN, Section no. 93550",A,6,Nursing
Summer 2011,93555,N,F295,GENOMICS APPLICATNS IN NURSING,"N-F295: GENOMICS APPLICATNS IN NURSING, Section no. 93555",C,1,Nursing
Summer 2011,93555,N,F295,GENOMICS APPLICATNS IN NURSING,"N-F295: GENOMICS APPLICATNS IN NURSING, Section no. 93555",B,6,Nursing
Summer 2011,93555,N,F295,GENOMICS APPLICATNS IN NURSING,"N-F295: GENOMICS APPLICATNS IN NURSING, Section no. 93555",A,55,Nursing
Summer 2011,93560,N,W295,PROFESSIONAL NURSING FOUNDATNS,"N-W295: PROFESSIONAL NURSING FOUNDATNS, Section no. 93560",B,3,Nursing
Summer 2011,93560,N,W295,PROFESSIONAL NURSING FOUNDATNS,"N-W295: PROFESSIONAL NURSING FOUNDATNS, Section no. 93560",A,59,Nursing
Summer 2011,93565,N,W395,ADULT HEALTH I,"N-W395: ADULT HEALTH I, Section no. 93565",D,1,Nursing
Summer 2011,93565,N,W395,ADULT HEALTH I,"N-W395: ADULT HEALTH I, Section no. 93565",C,3,Nursing
Summer 2011,93565,N,W395,ADULT HEALTH I,"N-W395: ADULT HEALTH I, Section no. 93565",B,23,Nursing
Summer 2011,93565,N,W395,ADULT HEALTH I,"N-W395: ADULT HEALTH I, Section no. 93565",A,35,Nursing
Summer 2011,93610,N,S323,GENETICS IN HEALTH CARE,"N-S323: GENETICS IN HEALTH CARE, Section no. 93610",C,1,Nursing
Summer 2011,93610,N,S323,GENETICS IN HEALTH CARE,"N-S323: GENETICS IN HEALTH CARE, Section no. 93610",B,19,Nursing
Summer 2011,93610,N,S323,GENETICS IN HEALTH CARE,"N-S323: GENETICS IN HEALTH CARE, Section no. 93610",A,46,Nursing
Summer 2011,93625,N,S354,SPANISH FOR HLTH CARE PROFESNL,"N-S354: SPANISH FOR HLTH CARE PROFESNL, Section no. 93625",Other,1,Nursing
Summer 2011,93625,N,S354,SPANISH FOR HLTH CARE PROFESNL,"N-S354: SPANISH FOR HLTH CARE PROFESNL, Section no. 93625",B+,2,Nursing
Summer 2011,93625,N,S354,SPANISH FOR HLTH CARE PROFESNL,"N-S354: SPANISH FOR HLTH CARE PROFESNL, Section no. 93625",A,18,Nursing
Summer 2011,93630,N,S484S,INTEGRATION OF CLIN NUR KNOWL,"N-S484S: INTEGRATION OF CLIN NUR KNOWL, Section no. 93630",B,7,Nursing
Summer 2011,93630,N,S484S,INTEGRATION OF CLIN NUR KNOWL,"N-S484S: INTEGRATION OF CLIN NUR KNOWL, Section no. 93630",A,7,Nursing
Summer 2011,93635,N,S484S,INTEGRATION OF CLIN NUR KNOWL,"N-S484S: INTEGRATION OF CLIN NUR KNOWL, Section no. 93635",B,4,Nursing
Summer 2011,93635,N,S484S,INTEGRATION OF CLIN NUR KNOWL,"N-S484S: INTEGRATION OF CLIN NUR KNOWL, Section no. 93635",A,11,Nursing
Summer 2011,93640,N,S484S,INTEGRATION OF CLIN NUR KNOWL,"N-S484S: INTEGRATION OF CLIN NUR KNOWL, Section no. 93640",B,2,Nursing
Summer 2011,93640,N,S484S,INTEGRATION OF CLIN NUR KNOWL,"N-S484S: INTEGRATION OF CLIN NUR KNOWL, Section no. 93640",A,11,Nursing
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",Other,7,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",F,3,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",D-,1,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",D,2,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",C-,2,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",C,4,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",C+,7,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",B-,14,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",B,11,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",B+,5,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",A-,3,Pharmacy
Summer 2011,93745,PHR,W338,INTRODUCTION TO PHARMACOLOGY,"PHR-W338: INTRODUCTION TO PHARMACOLOGY, Section no. 93745",A,2,Pharmacy
Summer 2011,93750,PHR,W350K,DRUGS IN OUR SOCIETY-W,"PHR-W350K: DRUGS IN OUR SOCIETY-W, Section no. 93750",F,1,Pharmacy
Summer 2011,93750,PHR,W350K,DRUGS IN OUR SOCIETY-W,"PHR-W350K: DRUGS IN OUR SOCIETY-W, Section no. 93750",C+,1,Pharmacy
Summer 2011,93750,PHR,W350K,DRUGS IN OUR SOCIETY-W,"PHR-W350K: DRUGS IN OUR SOCIETY-W, Section no. 93750",B-,5,Pharmacy
Summer 2011,93750,PHR,W350K,DRUGS IN OUR SOCIETY-W,"PHR-W350K: DRUGS IN OUR SOCIETY-W, Section no. 93750",B,5,Pharmacy
Summer 2011,93750,PHR,W350K,DRUGS IN OUR SOCIETY-W,"PHR-W350K: DRUGS IN OUR SOCIETY-W, Section no. 93750",B+,3,Pharmacy
Summer 2011,93750,PHR,W350K,DRUGS IN OUR SOCIETY-W,"PHR-W350K: DRUGS IN OUR SOCIETY-W, Section no. 93750",A-,4,Pharmacy
Summer 2011,93750,PHR,W350K,DRUGS IN OUR SOCIETY-W,"PHR-W350K: DRUGS IN OUR SOCIETY-W, Section no. 93750",A,1,Pharmacy
Summer 2011,93905,PHR,W487Q,COMM SKILLS FOR SCIENTISTS,"PHR-W487Q: COMM SKILLS FOR SCIENTISTS, Section no. 93905",Other,1,Pharmacy
Summer 2011,93905,PHR,W487Q,COMM SKILLS FOR SCIENTISTS,"PHR-W487Q: COMM SKILLS FOR SCIENTISTS, Section no. 93905",B,3,Pharmacy
Summer 2011,93905,PHR,W487Q,COMM SKILLS FOR SCIENTISTS,"PHR-W487Q: COMM SKILLS FOR SCIENTISTS, Section no. 93905",A,10,Pharmacy
Summer 2011,93980,PHR,W390J,PHARMACY ADMIN DATA ANALYSIS,"PHR-W390J: PHARMACY ADMIN DATA ANALYSIS, Section no. 93980",Other,1,Pharmacy
Summer 2011,93980,PHR,W390J,PHARMACY ADMIN DATA ANALYSIS,"PHR-W390J: PHARMACY ADMIN DATA ANALYSIS, Section no. 93980",A-,2,Pharmacy
Summer 2011,93980,PHR,W390J,PHARMACY ADMIN DATA ANALYSIS,"PHR-W390J: PHARMACY ADMIN DATA ANALYSIS, Section no. 93980",A,2,Pharmacy
Summer 2011,94340,PHR,W396M,MEDICINAL CHEMISTRY,"PHR-W396M: MEDICINAL CHEMISTRY, Section no. 94340",Other,1,Pharmacy
Summer 2011,94340,PHR,W396M,MEDICINAL CHEMISTRY,"PHR-W396M: MEDICINAL CHEMISTRY, Section no. 94340",B,1,Pharmacy
Summer 2011,94340,PHR,W396M,MEDICINAL CHEMISTRY,"PHR-W396M: MEDICINAL CHEMISTRY, Section no. 94340",B+,1,Pharmacy
Summer 2011,94340,PHR,W396M,MEDICINAL CHEMISTRY,"PHR-W396M: MEDICINAL CHEMISTRY, Section no. 94340",A-,2,Pharmacy
Summer 2011,94340,PHR,W396M,MEDICINAL CHEMISTRY,"PHR-W396M: MEDICINAL CHEMISTRY, Section no. 94340",A,1,Pharmacy
Summer 2011,94505,PHR,S183F,BASIC INTRAVENOUS ADMIX,"PHR-S183F: BASIC INTRAVENOUS ADMIX, Section no. 94505",B,4,Pharmacy
Summer 2011,94505,PHR,S183F,BASIC INTRAVENOUS ADMIX,"PHR-S183F: BASIC INTRAVENOUS ADMIX, Section no. 94505",B+,8,Pharmacy
Summer 2011,94505,PHR,S183F,BASIC INTRAVENOUS ADMIX,"PHR-S183F: BASIC INTRAVENOUS ADMIX, Section no. 94505",A-,12,Pharmacy
Summer 2011,94505,PHR,S183F,BASIC INTRAVENOUS ADMIX,"PHR-S183F: BASIC INTRAVENOUS ADMIX, Section no. 94505",A,24,Pharmacy
Summer 2011,94510,PHR,S183G,BASIC INTRAVEN ADMIX LAB,"PHR-S183G: BASIC INTRAVEN ADMIX LAB, Section no. 94510",B,10,Pharmacy
Summer 2011,94510,PHR,S183G,BASIC INTRAVEN ADMIX LAB,"PHR-S183G: BASIC INTRAVEN ADMIX LAB, Section no. 94510",A,14,Pharmacy
Summer 2011,94511,PHR,S183G,BASIC INTRAVEN ADMIX LAB,"PHR-S183G: BASIC INTRAVEN ADMIX LAB, Section no. 94511",F,1,Pharmacy
Summer 2011,94511,PHR,S183G,BASIC INTRAVEN ADMIX LAB,"PHR-S183G: BASIC INTRAVEN ADMIX LAB, Section no. 94511",B,6,Pharmacy
Summer 2011,94511,PHR,S183G,BASIC INTRAVEN ADMIX LAB,"PHR-S183G: BASIC INTRAVEN ADMIX LAB, Section no. 94511",A,18,Pharmacy
Summer 2011,94635,P A,F325,QUANT FOUNDATN FOR PUBL POLICY,"P A-F325: QUANT FOUNDATN FOR PUBL POLICY, Section no. 94635",Other,2,Public Affairs
Summer 2011,94635,P A,F325,QUANT FOUNDATN FOR PUBL POLICY,"P A-F325: QUANT FOUNDATN FOR PUBL POLICY, Section no. 94635",B,1,Public Affairs
Summer 2011,94635,P A,F325,QUANT FOUNDATN FOR PUBL POLICY,"P A-F325: QUANT FOUNDATN FOR PUBL POLICY, Section no. 94635",B+,1,Public Affairs
Summer 2011,94635,P A,F325,QUANT FOUNDATN FOR PUBL POLICY,"P A-F325: QUANT FOUNDATN FOR PUBL POLICY, Section no. 94635",A-,5,Public Affairs
Summer 2011,94635,P A,F325,QUANT FOUNDATN FOR PUBL POLICY,"P A-F325: QUANT FOUNDATN FOR PUBL POLICY, Section no. 94635",A,17,Public Affairs
Summer 2011,94640,P A,F383C,POLITICS AND PROCESS,"P A-F383C: POLITICS AND PROCESS, Section no. 94640",Other,2,Public Affairs
Summer 2011,94640,P A,F383C,POLITICS AND PROCESS,"P A-F383C: POLITICS AND PROCESS, Section no. 94640",A-,7,Public Affairs
Summer 2011,94640,P A,F383C,POLITICS AND PROCESS,"P A-F383C: POLITICS AND PROCESS, Section no. 94640",A,5,Public Affairs
Summer 2011,94650,P A,F388K,INTL ORGS & GLOBAL GOVERANCE,"P A-F388K: INTL ORGS & GLOBAL GOVERANCE, Section no. 94650",Other,2,Public Affairs
Summer 2011,94650,P A,F388K,INTL ORGS & GLOBAL GOVERANCE,"P A-F388K: INTL ORGS & GLOBAL GOVERANCE, Section no. 94650",B+,1,Public Affairs
Summer 2011,94650,P A,F388K,INTL ORGS & GLOBAL GOVERANCE,"P A-F388K: INTL ORGS & GLOBAL GOVERANCE, Section no. 94650",A,6,Public Affairs
Summer 2011,94660,P A,F388L,PERSPECTIVES ON PHILANTHROPY,"P A-F388L: PERSPECTIVES ON PHILANTHROPY, Section no. 94660",Other,1,Public Affairs
Summer 2011,94660,P A,F388L,PERSPECTIVES ON PHILANTHROPY,"P A-F388L: PERSPECTIVES ON PHILANTHROPY, Section no. 94660",B,1,Public Affairs
Summer 2011,94660,P A,F388L,PERSPECTIVES ON PHILANTHROPY,"P A-F388L: PERSPECTIVES ON PHILANTHROPY, Section no. 94660",B+,2,Public Affairs
Summer 2011,94660,P A,F388L,PERSPECTIVES ON PHILANTHROPY,"P A-F388L: PERSPECTIVES ON PHILANTHROPY, Section no. 94660",A-,9,Public Affairs
Summer 2011,94660,P A,F388L,PERSPECTIVES ON PHILANTHROPY,"P A-F388L: PERSPECTIVES ON PHILANTHROPY, Section no. 94660",A,1,Public Affairs
